CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
6012000,MEDCLINICA MIRANDA DE CASTRO E ASSOCIADOS S S LTDA EPP,INSTITUTO DA PELE,ALAMEDA DAS ROSAS,1271,QD R20 LT 1,SETOR OESTE,74125010,(62) 3251-8424,-,520870,NAO,IGNORADO,POLICLINICA,-16.7404702,-48.5001419
9175334,MEDCLINICA SERVICOS MEDICOS EIRELI EPP,MEDCLINICA,R 23 QUADRA 69 LOTE,03,-,LOTEAMENTO ALEXANIA,72930000,6233363572,-,520030,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.082,-48.507
7895755,MEDCLINICA TRINDADE LTADA ME,MED CLINICA TRINDADE,RUA 11,140,QD 21 LT 03 ANDAR,VILA PAI ETERNO,75388304,3505-2747,medclinicatrindade@gmail.com,522140,NAO,PRIVADO,POLICLINICA,-16.648601,-49.4880819
2831635,MEDCONSULT SERVICOS MEDICOS LTDA,MEDCONSULT,RUA BAHIA ESQ COM RUA ADELINO FERNANDES,26,QD 15 LT 20 SALA 2,CENTRO,76400000,62 3357-1575,-,522160,NAO,PRIVADO,POLICLINICA,-14.524973070028265,-49.14100885391235
3421406,MEDFISIO CLINICA CATALANA DE FISIOTERAPIA E ACUPUNTURA LTDA,MEDFISIO,MARIO CERQUEIRA NETO,16,-,BAIRRO SAO JOAO,75703010,64 34428198,-,520510,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-18.165660032900526,-47.944217920303345
9096469,MEDGEN TECNOLOGIA AVANCADA EM DNA LTDA EPP,MEDGEN,AVENIDA PARANAIBA,1307,QD 27 LT 32,SETOR CENTRAL,74025010,62 - 36469616,medgen@medgen.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.6708520523706,-49.25312519073486
479829,MEDGYN CONSULTAS MEDICAS LTDA,MEDPRIME CONSULTAS E EXAMES,AVENIDA T 09,2392,QD S24 LT 12,JARDIMA MERICA,74255220,6239960508,gerencia@medprime.net.br,520870,NAO,PRIVADO,POLICLINICA,-16.699258023728664,-49.26896095275879
7459017,MEDI ODONTO GOIATUBA LTDA,MEDI ODONTO GOIATUBA,RUA MATO GROSSO,483,-,CENTRO,75600000,64 3495 4968,joelgtba@gmail.com,520910,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.013,-49.357
9423478,MEDIALL BRASIL S A,MEDIALL BRASIL S A,AVENIDA OLINDA,960,ED TRADE TOWER SL 23,PARK LOZANDES,74884120,6230881706,diretoria.geral@mediallbrasil.med.br,520870,NAO,IGNORADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.6970932,-49.2244961
2906325,MEDIC,MEDIC SAUDE OCUPACIONAL LTDA,RUA VEIGA JARDIM,S/N,QD 52 LT09E SALA06,REAL GRANDEZA,74988802,6239811721,-,520140,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.8307615,-49.2237816
937657,MEDIC MOREIRA CLINICA MEDICA LTDA,CENTRO CLINICO MOREIRA,32 ESQ COM A RUA 27,S/N,QUADRA19,SETOR BOSQUE,73802050,61 99596277,dradanielaamorin@yahoo.con.br,520800,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.537,-47.334
4069269,MEDICAL CARE RESORTS LTDA,MEDICAL CARE RESORTS,ECA DE QUEIROZ,13,-,THERMAL,75680001,64 99016326,ZERMATEUS@HOTMAIL.COM,520450,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.7434877,-48.6293078
6389996,MEDICAL CENTER SAO FRANCISCO LTDA,MEDICAL CENTER SAO FRANCISCO,RUA TATIANE DE MELO CAMPOS,S/N,-,CENTRO,76400000,-,-,522160,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-14.524723807676327,-49.147188663482666
9913025,MEDICAL CLEAN MEDICINA LTDA,MEDICAL CLEAN,RUA ANHANGUERA,127,-,CENTRO,73801170,61 36312315,contabilcampolina@hotmail.com,520800,NAO,PRIVADO,CENTRO DE SAUDE/UNIDADE BASICA,-15.552640092854798,-47.33781337738037
9909001,MEDICAL CLEAN MEDICINA LTDA,MEDICAL CLEAN,RUA PARANAIBA,586,-,CENTRO,75503160,6434339721,-,521150,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-18.42308435574136,-49.23319101333618
454451,MEDICAL ESTRELA SERVICOS MEDICOS LTDA,MEDICAL,AVENIDA GERALDO EMIDIO CARNEIRO,01,-,CENTRO,75780000,64 3491-5454,-,521010,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7208346,-48.1605741
3407977,MEDICAL SAUDE LTDA,MEDICAL SAUDE,RUA AGENOR DIAMANTINO,156,SALA 213,VILA AMALIA,75906260,64 9939 1900,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7953515,-50.9174716
6316247,MEDICAL WAY DIAGNOSTICOS MEDICOS LTDA,MEDICAL WAY,RUA 9 B SALA 204,129,QD H01 LT 72 6,ST OESTE,74110120,62-30938032,-,520870,NAO,IGNORADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.67969083152349,-49.271578788757324
2507315,MEDICALVIP SISTEMA INTELIGENTE DE SAUDE LTDA,CLINICA SAO FRANCISCO DE ASSIS,RUA 31 NORTE,813,Q99 L24,CARRILHO,76380754,(62)3531150,hospital.hsfa@hotmail.com,520860,SIM,PRIVADO CONVENIADO,HOSPITAL GERAL,-15.319038857277219,-49.115967750549316
219738,MEDICAR CLINICA MEDICA E PSICOLOGICA LTDA,MEDICAR,RUA 23 CONJUNTO 1HI LOTE 01,01,-,NOVO GAMA,72860173,61999399922,-,521523,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.059,-48.039
7590334,MEDICE SERVICOS MEDICOS LTDA,CLINICA PRISCYLLA RIBEIRO,RUA PEDRO PARANA,S/N,QD 10 LT 32,SAMA,76450000,(62)3379-3172,earibeiro@gmail.com,521308,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-13.533,-48.22
5852188,MEDICINA DIAGNOSTICA E TERAPEUTICA S S,MEDITE,RUA 96,169,QD F 13 LT 19,SETOR SUL,74083090,6239337111/39337112,FAXX.FATURAMENTO@GMAIL.COM,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.68100633582365,-49.253597259521484
4151909,MEDICINA DIAGNOSTICA LABOVITA LTDA,MEDICINA DIAGNOSTICA LABOVITA,AVENIDA LINO SAMPAIO,16,CENTRO,CENTRO,75200000,64 34911160,DADOS@DADOSCONTABILIDADE.COM.BR,521740,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-17.301,-48.28
9867201,MEDICINA DIAGNOSTICA SERRA DA MESA LTDA,CENTRO DE IMAGEM HSM,BAHIA,26,QD 15 LT20 SALA 2,CENTRO,76400000,62 3357-1000,-,522160,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-14.524993841878254,-49.140987396240234
6660975,MEDICINA E PSICOLOGIA VIDA NO TRANSITO LTDA ME,CLINICA VIDA NO TRANSITO,RUA JERONIMO FERREIRA,187,SALA 1 E 4 2 ANDAR,CENTRO,75901971,6436230677,-,521880,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.79575558177318,-50.934022665023804
7707363,MEDICINA FONSECA SIMOES S S LTDA,MEDICNA FONSECA SIMOES,JOAO XXIII,525,SALA 1,SAO JOAO,75703045,64 34427060,scrita_contabilidade@hotmail.com,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.165884302977897,-47.94525861740112
4130561,MEDICINA MOURA LTDA,MEDICINA MOURA,BRASILIA,389,QUADRA08 LOTE 97 B,VILA SAO PEDRO,75807395,64 36363654,PIETRAFATTOASSESSORIACONTABIL@GMAIL.COM,521190,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.8807996128585,-51.70294761657715
9877754,MEDICOS ASSISTENCIA MEDICA E GESTAO HOSPITALAR LTDA,MEDICOS,AVENIDA F,1527,QD D01 LT 11 SALA 03,BAIRRO AGUA BRANCA,74723100,6234323577,draludmila@gmail.com,520870,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.731831306527614,-49.24816846847534
2665298,MEDICOS E LABORATORIAS LTDA,OMEGA DIAGNOSTICOS LABORATORIAS,AVENIDA TOCANTINS,1342,-,ST AEROPORTO,74075100,(62) 2122626,-,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.676772024042794,-49.2607855796814
2518147,MEDICOS REUNIDOS LTDA,HOSPITAL SAO SALVADOR,AVENIDA A,333,QD E LT 1214,OESTE,74110020,(62) 32121044,-,520870,NAO,PRIVADO,HOSPITAL GERAL,-,-
4061551,MEDICOS UNIDOS SAO SILVESTRE LTDA,MEDICOS UNIDOS SAO SILVESTRE,AV DAS NACOES,S/N,QD AREA LT 03 SALA10,VERA CRUZ,74976190,-,-,520140,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.8333237,-49.2462158
4338731,MEDICOU NET LTDA,MEDICOU,RUA 15 FEMINA DAY CLINIC,1370,SALA 04,SETOR MARISTA,74150020,62982780379,atendimento@medicou.net,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.679855270055942,-49.26887512207031
151394,MEDILAR EMERGENCIAS MEDICAS GOIANIA LTDA,MEDILAR GESTAO EM SAUDE,AVENIDA T4,336,QD 121 LT 07,SETOR BUENO,74230030,6239227288,gerencia.goiania@medilar.com.br,520870,NAO,PRIVADO,UNIDADE MOVEL TERRESTRE,-16.679,-49.254
7884532,MEDILAR EMERGENCIAS MEDICAS GOIANIA LTDA,MEDILAR GOIANIA,AVENIDA MUTIRAO,2973,QD J 19 LT 09,SETOR MARISTA,74150340,62 - 32521372,gerencia.goiania@medilar.com.br,520870,NAO,PRIVADO,UNIDADE MOVEL TERRESTRE,-16.69319487483686,-49.273059368133545
3247791,MEDILAR EMERGENCIAS MEDICAS GOIANIA LTDA,MEDILAR GESTAO EM SAUDE,RUA 16A,326,QD 23 LT 22,SETOR AEROPORTO,74075150,62 39227288,sosgoiania@medilar.com.br,520870,NAO,PRIVADO,UNIDADE MOVEL TERRESTRE,-16.679,-49.254
3592553,MEDIMAGEM ULTRASSONOGRAFIA EIRELI,MEDIMAGEM,AVENIDA SOL NASCENTE,515,QD 151 LT 16,JD NOVA ESPERANCA,74465440,62 30914524,clialexandrina@yahoo.com.br,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.606542795635217,-49.304795265197754
9363432,MEDISAUDE LTDA ME,MEDISAUDE,GUIMARAES NATAL,260,SALA 1,CENTRO,75503010,64 34319487,"evolucao.contabil,itumbiara@gmail.com",521150,NAO,PRIVADO,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,-18.4224609,-49.2138952
889768,MEDLAB CENTRO DE DIAGNOSTICO MEDICO LTDA,LABORATORIO EXCELENCIA DIAGNOSTICOS MEDICOS,AV CAMARA FILHO,1095,SALA 02,CENTRO,75170000,(62) 999570794,-,520840,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.513083332518043,-49.020888805389404
4406516,MEDLESSA LTDA,VIMED,GOIAS,31,-,CENTRO,76550000,-,-,521800,NAO,PRIVADO,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,-13.444663,-49.1423569
9209484,MEDMAC LTDA ME,MEDMAC,RUA DR ANTONIO MARQUES DA SILVA,194,-,CENTRO,75503120,(64) 9229-5727,-,521150,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-18.42,-49.218
9793003,MEDMAIS RIO VERDE EIRELI,MEDMAIS RIO VERDE,RUA PARANA,S/N,Q 9 LT 11 12,ELDORADO,75901970,6436213115,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.76915,-50.9185642
2872382,MEDNUTRI PRESTACAO DE SERVICOS EM NUTRICAO LTDA,MEDNUTRI,RUA 28,S/N,QD 52 LT 15,JARDIM CABRAL,76630000,62 98591 8816,sasosi_@hotmail.com,521040,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.040670,-49.790183
9330208,MEDSONO CENTRO DE OTORRINOLARINGOLOGIA E MEDICINA DO SONO,MEDSONO,AVENIDA R 1,223,QD R4 LT 5,SETOR OESTE,74125020,62 - 39242400,contato@medsonogoiania.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.677676448025352,-49.27698612213135
4106830,MEDSPINE SERVICOS MEDICOS LTDA,MEDSPINE SERVICOS MEDICOS,AVENIDA T 10,208,QD 102 LT9 12,SETOR BUENO,74223060,6231002172,dreduardoqueiros@gmail.com,520870,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.7065457,-49.2696922
2947560,MEDTOXI COLETAS LABORATORIAIS E TOXICOLOGICO LTDA,MEDTOXI,AV ATILIO CORREA LIMA,1848,QD 105 LT 12,VILA AURORA OESTE,74425086,62 36091750,medtoxigo@hotmail.com,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.679,-49.254
3661911,MEDURO RIO VERDE LTDA,MEDURO,R M,S/N,QUADRA19 LOTE 677 67,PARQUE SOLAR DO AGRE,75907190,64 9999 9999,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.814949442136783,-50.93780994415283
10553,MEGA ESPACO ODONTOLOGICO LTDA,MEGA ESPACO ODONTOLOGICO,RUA 67B,165,QD141 LT68 69 SL30,SETOR NORTE FERROVIA,74063320,6239453311,megaespacoodontologico@gmail.com,520870,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.662300658807517,-49.30088996887207
6482945,MEGA LABORATORIO E CLINICA MEDICA LTDA,MEGA LABORATORIO,AV MANOEL MONTEIRO,235,-,JD SALVADOR,75388454,35057111,-,522140,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.649,-49.489
9914897,MEGA SAFRA CONSULTORIO VETERINARIO E PET SHOP LTDA,MEGA SAFRA CONSULTORIO VETERINARIO E PET SHOP,ORICANGA DE ABREU SANTOS,S/N,QUADRA2,MAE BELA,73900000,77 99928737,-,521830,NAO,PRIVADO,CONSULTORIO ISOLADO,-14.079138733110874,-46.34955883026123
7413408,MEIRE PIRES DA SILVA PEREIRA,MEIRE PIRES DA SILVA PEREIRA,AVENIDA MARECHAL RONDON,643,QD 19 LT 15,SETOR MARECHAL RONDO,74560355,62 - 32942138,sorrider@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.659710497874354,-49.26913261413574
6642985,MEIRE RODOVAL DA CUNHA,CONSULTORIO ODONTOLOGICO I,RUA CAPITAO JOAO CRISOSTOMO,251,-,CENTRO,75680029,(64) 3453-0405,calcruj@yahoo.com.br,520450,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.744,-48.626
748978,MEIRELLES VASCONCELOS LABORATORIO CLINICO LTDA,MV LABORATORIO,PEDRO LUCIO,S/N,QUADRA69,CENTRO,75398000,62 96897222,whc.contabilidade@hotmail.com,521910,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.576889136421308,-49.696290493011475
7845979,MEIRIELLY CRISTIAN FEDRIGO ME,ODONTO CENTER,RUA TIRADENTES,119,SALA 01,SETOR CENTRAL,75503370,6434321919,sspcontabil@gmail.com,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.4239856,-49.2163345
4079191,MEIRILENE AUGUSTO SILVA,MEIRILENE AUGUSTO SILVA,AV FLAMBOYANT,S/N,Q2 L34,GAMELEIRA II,75906818,00 0000 0000,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.8069131,-50.9174926
5586364,MELANIA MARIA DANDA,MELANIA MARIA DANDA,RUA 1123,359,QD 220 LT 18 SL6,MARTISTA,74175080,(62) 3281-6605,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.7065746521932,-49.26321029663086
3953610,MELCHIADES DE SOUSA MEIRELES NETO,MELCHIADES DE SOUSA MEIRELES NETO,RUA SENADOR HERMENEGILDO DE MORAIS,243,-,CENTRO,75650000,64 3416-2290,-,521380,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.732,-49.101
7602529,MELHORE CONSULTORIOS ODONTOLOGICOS LTDA ME,MELHORE CONSULTORIOS ODONTOLOGICOS,AVENIDA PRESIDENTE VARGAS,307,SALA 04,CENTRO,75901040,64 3612-6246,-,521880,NAO,PRIVADO,POLICLINICA,-17.798380941620916,-50.938968658447266
3228142,MELIK ZEKI RASSI,MELIK ZEKI RASSI,RUA 29A,S/N,QD 66 LT A,CENTRO,74083385,-,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.5939873,-49.3371417
6089356,MELISSA ALVES BORBA,CONSULTORIO ODONTOLOGICO MELISSA ALVES BORBA,RUA ITAGIBA GONZAGA JAIME,1424,SALA 4,CENTRO,75901070,6436211195,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7959925,-50.9313936
71196,MELISSA BARBARA ARANTES BARBOSA DELVALLE,ARANTES DELVALLE NUTRICAO E SAUDE,RUA JOAO MANOEL DE SOUZA,624,TERREO SALA 01,SANTOS DUMONT,75530410,(64) 3431-3518,-,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.425598542933542,-49.221378564834595
6187978,MELISSA GUIMARAES MACHADO,MELISSA GUIMARAES MACHADO,AL DAS ROSAS,533,QD G2 LT 38 42,OESTE,74125010,(62) 32242121,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.683945633039876,-49.26926136016846
6334458,MELISSA MORAIS DE CASTRO GONCALVES,MELISSA MORAIS DE CASTRO GONCALVES,RUA C235,476,QD 583 LT 25,NOVA SUICA,74280130,(62) 32598827,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.716398223518592,-49.27099943161011
6813224,MELLO E PEDROSA LTDA ME,MELLO E PEDROSA NUTRICAO PSICOLOGIA,FARID MIGUEL SAFATLE,88,-,SETOR CENTRAL,75701040,64 99780609,-,520510,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.170869140791275,-47.94961452484131
7161301,MELO CURY LTDA,CLINICA PLASTIKOS,AVENIDA BRASIL,363,-,CENTRO,75570000,-,-,520350,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.2110525,-49.7425449
7687710,MELO CURY LTDA ME,CLINICA PLASTIKOS,RUA RIO GRANDE DO SUL,32,-,CENTRO,75600000,64 34953056,drmuriloplastica@gmail.com,520910,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.9801510,-49.3755587
2833328,MELO DIAGNOSTICO LTDA,MELLO DIAGNOSTICO,AVENIDA CAMPINAS,1138,QD C LT 13 SL1,VL SANTA EFIGENIA,74230350,62 31001983,melodiagnostico@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.4976306,-49.3156505
913294,MELO DOURADO SERVICOS MEDICOS LTDA,MELO DOURADO SERVICOS MEDICOS,BRASIL,902,QUADRAA,CENTRO,76300000,34 91796252,gabrielrmdourado@hotmail.com,520540,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.3103568,-49.6032054
6877796,MELO E LEITE LTDA,LABORATORIO BIOCITO DE ITUMBIARA,DR WALDIVINO VAZ,292,-,CENTRO,75503190,3431-4224,-,521150,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-18.4210834,-49.2192366
4269489,MELO SAUDE LTDA,MELO GOMES SERVICOS E SAUDE,R SOLAR 06,S/N,Q19 L6,SOLAR DO BOSQUE,75910084,64 8443 1069,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7693384,-50.9310515
497053,MENDES COSMETICOS LTDA,PHARMA DO TRABALHADOR,AVENIDA LUCENA RORIZ QD 233 LOTE 01 LOJA 01,S/N,-,PARQUE ESTRELA DALVA,72853233,61 3623 2850,-,521250,NAO,PRIVADO,FARMACIA,-16.138651300258875,-47.95725345611572
423068,MENDES E SOUSA ODONTOLOGIA LTDA,ODONTO EXCELLENCE,AV JOSE VALTER,160,QD3 LT2,VITORIA REGIA,75908799,64981133491,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.795520625507358,-50.94291687011719
6595758,MENDES NASCIMENTO LTDA,ART E POSTURA,RUA 19,460,Q 216 L 2,SETOR UNIVERSITARIO,76382036,-,-,520860,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.329241378578946,-49.112792015075684
220116,MENDONCA ALCANTARA ODONTOLOGIA LTDA,PREMIUM ODONTOLOGIA,R JOAO J OLIVEIRA COM A RUA 22,S/N,QD 27 LT 20 B,SETOR OESTE,75650000,6434161027,-,521380,NAO,PRIVADO,POLICLINICA,-17.732,-49.101
3206068,MENDONCA E CARDOSO LTDA,CERADIO CENTRO ESPECIALIZADO EM RAD E DIAG ODOTOLOGICO,PRIMERIA AVENIDA,1964,-,UNIVERSITARIO,74643070,(62) 32186085,ceradio@ceradio.com.br,520870,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.673647617378997,-49.24578666687012
6682146,MENDONCA E FAIAD LTDA,PSICOLOGIA CLINICA,RUA DR WILLIAN FAIAD,94,-,CENTRO,75701970,64 81120488,-,520510,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.169171865368774,-47.94614642858505
4392698,MENDONCA EXCELENCIA EM ODONTOLOGIA LTDA,ODONTO PREMIUM,RUA 30,319,-,CARRILHO,76380742,62984941090,-,520860,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.317466010523203,-49.121503829956055
7186800,MENEGAZ MOREIRA CLINICA MEDICA LTDA,VIZIO,AV MARIO CERQUEIRA NETO,145,SALA 02,SAO JOAO,75703010,64 3411 4348,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.16468139646492,-47.94430911540985
892556,MENESES E RABELO ORTOPEDICA LTDA,PRO VIDA,07,517,QUADRAA,CENTRO,76300000,62 33071820,providafis@hotmail.com,520540,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.302024063202548,-49.58224028348923
6926991,MENESES E RABELO ORTOPEDICA LTDA,PRO VIDA,RUA 7,212,-,CENTRO,76300000,-,-,520540,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-,-
7896980,MENESES E RABELO ORTOPEDICA LTDA ME,PRO VIDA,AVENIDA MINISTRO FERNANDO COSTA,S/N,QD 21 LT 03,CENTRO,76300000,6233071820,-,520540,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.3071963,-49.6067681
4199030,MENEZES BRUNO LTDA,LABORATORIO OSVALDO CRUZ,AVENIDA RIO PRETO,116,QD 0100 LT0007,CENTRO,76560000,62 33572009,-,520055,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-14.195142211385653,-49.33992147445679
9147950,MENEZES BRUNO LTDA EPP,LABORATORIO OSVALDO CRUZ,CENTRAL ESQUINA C RUA JANUARIA,S/N,LOTE 03,CENTRO,76410000,62 33572009,vcrcontabilidade@hotmail.com,520470,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-14.315504524322614,-49.153186082839966
2337185,MENEZES E BRUNO LTDA,LABORATORIO OSVALDO CRUZ URUACU,RUA 4 DE JULHO,S/N,QD 19 LT 12,CENTRO,76400000,(62)3571311,-,522160,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-14.526323236218678,-49.14253234863281
2571080,MENEZES E MENEZES FILHO LTDA ME,HOSPITAL EVANGELICO DE ACREUNA,RUA JORDELINA DO CARMO ARANTES,19,-,CENTRO,75960000,(64)6451313,-,520013,NAO,PRIVADO,HOSPITAL GERAL,-17.3942377,-50.3829165
7976720,MENEZES MORAIS LTDA ME,LABORATORIO DE ANALISES CLINICAS OSVALDO CRUZ,AV PRESIDENTE DUTRA,578,Q AR L 05,CENTRO,76490000,-,-,521280,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-14.0167722,-49.1804457
2967731,MENU VACINAS LTDA,AMO VACINAS,AV EURICO VELOSO DO CARMO,941,LB S1 E 2,SETOR CENTRAL,75901253,62 9 8513 8559,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.8052044,-50.9327274
6426956,MEPTRAN MEDICINA E PSICOLOGIA DO TRANSITO LTDA,MEPTRAN MEDICINA E PSICOLOGIA DO TRANSITO,RUA AVELINO FARIA,102,CASA 1 SALA 1,CENTRO,75901970,-,-,521880,NAO,PRIVADO,POLICLINICA,-17.7817506,-50.9277294
3879925,MERISSA VAZ SAMPAIO ROSA,MERISSA VAZ SAMPAIO ROSA,RUA 128,S/N,QD F 27 LT 04,ST SUL,74093100,(62) 32816069,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6921260964383,-49.25786733627319
7745052,MESQUITA ODONTO MED EIRELI,ODONTO MED,AVENIDA AUGUSTO PEREIRA MESQUITA,00,QD D LT 09F,CENTRO,75280000,64 3474-1593,-,521530,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.031,-48.296
6882668,MESQUITA SERVICOS MEDICOS LTDA,MESQUITA SERVICOS MEDICOS,AUGUSTO NETTO,11,SALA 02,SAO JOAO,75703300,64 34412822,CONT.MED@TERRA.COM.BR,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.16389644452688,-47.94331669807434
7821077,MESSIAS CLEMENTE PEIXOTO,MESSIAS CLEMENTE PEIXOTO,RUA EVANGELINO MEIRELES,S/N,QD L LT 32 A,JUNDIAI,75110720,-,-,520110,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.3318184,-48.9401962
4178939,METODOS GRAFICOS E REABILITACAO CARDIACA LTDA,METODOS GRAFICOS E REABILITACAO CARDIACA,BENJAMIN CONSTANT,S/N,QUADRA13 LOTE 01,CENTRO,75800016,11 71313891,ATIVOCONTABILIDADE1@GMAIL.COM,521190,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.88247414415623,-51.71532869338989
7961642,METRA MEDICINA DE TRAFEGO LTDA ME,METRA,MINAS GERAIS,S/N,QUADRA 36 LOTE 08,CENTRO,73850000,61 36123098,contabilidademilitao@uol.com.br,520620,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.7623983,-47.6090204
9474994,METRA MEDICINA E SEGURANCA NO TRABALHO,METRA MEDICINA E SEGURANCA NO TRABALHO,ANTONIO COELHO DE GODOY,576,-,SETOR OESTE,75680001,-,-,520450,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.744,-48.626
