CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52275353,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL VOVÓ JOAQUINA PONTES,MUNICIPAL,NÃO POSSUI,QUADRA 05 LOTE 1                                                                                    ,PQ. SANTO ANTONIO                                 ,SANTO ANTÔNIO DO DESCOBERTO                       ,-15.554.582.200.000.000,-48.173.333.000.000.000,24/8/2022,0
52019837,ESCOLA MUNICIPAL PROFESSOR ADIR SOARES MOREIRA                             ,MUNICIPAL,NÃO POSSUI,AVENIDA CENTRAL                                                                                     ,ZONA RURAL,SÃO LUÍZ DO NORTE,-14.575.925.000.000.000,-49.163.210.000.000.000,8/3/2006,114
52071960,ESC MUL PROF MARY DO CARMO                                            ,MUNICIPAL,NÃO POSSUI,R. 25 C/ 29 S/N SETOR SANTA FE                                                                      ,,MORRINHOS                                         ,,,8/3/2006,0
52100588,CENTRO INTEGRADO DE LINGUAS DE CIDADE OCIDENTAL,MUNICIPAL,NÃO POSSUI,RUA JACOB                                                                                           ,,CIDADE OCIDENTAL                                  ,,,30/8/2023,0
52050831,ESCOLA MUNICIPAL RUI BARBOSA,MUNICIPAL,NÃO POSSUI,QD 11 AREA ESPECIAL                                                                                 ,SETOR OESTE                                       ,PLANALTINA                                        ,-15.443.744.920.780.000,-47.622.173.130.508.900,8/3/2006,195
52068650,ESCOLA MARIA MONTESSORI ,PRIVADA,ESTADUAL,R Zaqueu Crispim                                                                                    ,SETOR BOUGAINVILLE,ANÁPOLIS                                          ,-16.297.274.663.026.600,-48.938.856.124.877.900,8/3/2006,341
52001130,COLÉGIO ESTADUAL BASILIO EVANGELISTA ROSA,ESTADUAL,NÃO POSSUI,RUA 14 ESQ.COM 5                                                                                    ,CENTRO                                            ,NOVA CRIXÁS                                       ,-13.689.917.809.509.000,-50.797.863.006.591.700,8/3/2006,155
52070263,ESCOLA MUNICIPAL MARIA GUILHERMINA DE JESUS                                    ,MUNICIPAL,NÃO POSSUI,Rua Maria Vitória de Carvalho                                                                       ,CENTRO                                            ,DOVERLÂNDIA                                       ,1.643.155.000.000.000.000.000,5.218.516.000.000.000.000.000,8/3/2006,313
52055213,EMEF PROFESSOR CESARIO FERREIRA DA SILVA          ,MUNICIPAL,NÃO POSSUI,RUA PROFESSOR CESAARIO FERREIRA DA SILVA                                                            ,SETOR CENTRAL,RIO VERDE                                         ,-17.782.561.797.890.800,-50.917.966.961.860.600,8/3/2006,0
52055493,ESC MUL VALERIANO RODRIGUES DA SILVA                                  ,MUNICIPAL,NÃO POSSUI,RUA JOSÉ HONORIO DE OLIVEIRA                                                                        ,VILA ALVORADA                                     ,SANTA HELENA DE GOIÁS                             ,,,8/3/2006,0
52096777,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL FRANCISCA  DAS DORES RIBEIRO,MUNICIPAL,NÃO POSSUI,RUA ANGELO PEDRO DOS SANTOS                                                                         ,JARDIM SANTA PAULA                                ,PETROLINA DE GOIÁS                                ,-16.109.432.844.661.000,-49.332.544.867.636.900,18/9/2014,27
52019250,COLÉGIO ESTADUAL PEDRO ALVES DE MOURA,ESTADUAL,NÃO POSSUI,"Av. Saranhão, Qd. 122, Lt. 01                                                                       ",CENTRO                                            ,RUBIATABA                                         ,-15.168.325.000.000.000,-49.802.877.000.000.000,23/12/2005,728
52032841,CENTRO DE ENSINO EM PERÍODO INTEGRAL JOSÉ RESIO,ESTADUAL,NÃO POSSUI,RUA JOAO LIMA DE ABREU                                                                              ,CENTRO                                            ,GOIANÁPOLIS                                       ,-16.506.685.133.303.000,-49.024.187.922.477.700,8/3/2006,175
52020940,COLÉGIO ESTADUAL HERTA LAYSER  ODWYER,ESTADUAL,NÃO POSSUI,RUA P 49 Q 20 ESQ C/ R P 34                                                                         ,JARDIM PROGRESSO                                  ,ANÁPOLIS                                          ,-16.284.499.904.217.100,-48.959.047.794.342.000,8/3/2006,1083
52051005,ESC MUL VILA PALMA                                                    ,MUNICIPAL,NÃO POSSUI,LOTEAMENTO VILA PALMA                                                                               ,,PLANALTINA                                        ,,,8/3/2006,0
52067289,COLÉGIO ESTADUAL JOSÉ RODRIGUES MORENO,ESTADUAL,NÃO POSSUI,RUA JOAO DE OLIVEIRA GOUVEIA                                                                        ,CENTRO                                            ,GOUVELÂNDIA                                       ,-18.442.443.666.614.200,-50.135.507.583.618.200,8/3/2006,433
52047784,ESCOLA MUNICIPAL KENNEDY PROFESSORA MARIA CLARICE MEIRELES DE QUEIROZ,MUNICIPAL,NÃO POSSUI,RUA BAHIA AREA - ESPECIAL                                                                           ,SETOR KENNEDY                                     ,LUZIÂNIA                                          ,-16.243.800.000.000.000,-47.902.727.000.000.000,8/3/2006,0
52028267,ESCOLA MUNICIPAL ANA DO CARMO DE MORAIS,MUNICIPAL,NÃO POSSUI,AV GOIAS                                                                                            ,CENTRO                                            ,AMERICANO DO BRASIL                               ,,,21/12/2005,0
52050416,ESC MUL MENINO JESUS,MUNICIPAL,NÃO POSSUI,FAZ COCAI                                                                                           ,,PIRENÓPOLIS                                       ,,,8/3/2006,0
52098893,INSTITUTO DE EDUCACAO CRISTA ESTRELA DE BELEM,MUNICIPAL,NÃO POSSUI,Av. KISLEU DIAS MACIEL                                                                              ,PARQUE ESTRELA DALVA                              ,LUZIÂNIA                                          ,-16.248.017.585.578.300,-47.910.550.987.825.200,2/5/2016,0
52069648,ESC MUL OSCAR BARROSO DE SOUZA                                        ,MUNICIPAL,NÃO POSSUI,RUA 200 S  ESQUINA C/202                                                                            ,CENTRO                                            ,URUAÇU                                            ,-45.285.404.380.411.000,-49.156.191.581.860.200,8/3/2006,173
52054780,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL OLINDA ATAYDES                           ,MUNICIPAL,NÃO POSSUI,RUA AFONSO FERREIRA                                                                                 ,VILA OLINDA                                       ,RIO VERDE                                         ,-17.782.561.797.890.800,-50.917.966.961.860.600,8/3/2006,0
52023575,ESCOLA ESTADUAL SANTA RITA,ESTADUAL,NÃO POSSUI,POVOADO DE SANTA RITA                                                                               ,CENTRO                                            ,ITABERAÍ                                          ,-16.114.492.486.856.700,-49.876.534.938.812.200,8/3/2006,126
52109402,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL LUCÍLIA VIANA DE REZENDE,MUNICIPAL,NÃO POSSUI,AVENIDA ARAXÁ                                                                                       ,CARDOSO                                           ,APARECIDA DE GOIÂNIA                              ,-16.754.538.760.000.000,-49.306.621.510.000.000,2/5/2018,0
52035441,ESCOLA ESTADUAL PROFESSORA MARINETE SILVA,ESTADUAL,NÃO POSSUI,RUA DR INÁCIO ZACARIAS PEREIRA                                                                      ,SETOR CENTRO OESTE                                ,GOIÂNIA                                           ,-16.689.089.294.421.800,-49.230.860.173.702.200,8/3/2006,337
52106454,ESCOLA DE EDUCACAO INFANTIL JOANA APARECIDA CAIXETA,MUNICIPAL,NÃO POSSUI,R. 06 ESQ. RUA SAO JOSE                                                                             ,,VIANÓPOLIS                                        ,,,30/8/2023,0
52079260,ESCOLA MUNICIPAL PAULO FREIRE,MUNICIPAL,NÃO POSSUI,QUADRA H  LOTE Z163/165                                                                             ,PEDREGAL                                          ,NOVO GAMA                                         ,-16.068.758.931.013.200,-48.033.838.570.117.900,8/3/2006,290
52103269,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA MARLEIDE DA SILVA LIMA,MUNICIPAL,NÃO POSSUI,QUADRA 09 LOTE 06 1 ANDAR                                                                           ,,CIDADE OCIDENTAL                                  ,,,30/8/2023,0
52091198,ESC MUL ELIONICE ALVES DE FRANÇA AVELAR                               ,MUNICIPAL,NÃO POSSUI,RUA ANTONIO ALVES PEQUENO                                                                           ,CENTRO                                            ,BOM JESUS DE GOIÁS                                ,-18.217.112.265.880.000,-49.735.783.338.546.700,8/3/2006,166
52074820,ESC MUL PAULINO INACIO ROSA                                           ,MUNICIPAL,NÃO POSSUI,R CAMPINAS                                                                                          ,,ABADIA DE GOIÁS                                   ,,,8/3/2006,0
52045838,ESCOLA MUNICIPAL JOSÉ MIGUEL CURY                                      ,MUNICIPAL,NÃO POSSUI,RUA DO RECURSO                                                                                      ,CRISTALINA VELHO                                  ,CRISTALINA                                        ,-16.771.178.982.641.000,-47.614.316.940.307.600,8/3/2006,0
52092623,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL RAIMUNDO GOMES DA SILVA,MUNICIPAL,NÃO POSSUI,QUADRA 61 LOTES 5/16                                                                                ,PARQUE ESTRELA DALVA                              ,SANTO ANTÔNIO DO DESCOBERTO                       ,-15.948.169.016.785.200,-48.260.010.480.880.700,,0
52174204,CRECHE MUNICIPAL SAMUEL DAVI SEABRA,MUNICIPAL,NÃO POSSUI,RUA BENEDITO CORREIA GUIMARAES COM RUA 06 E RUA 01                                                  ,,CAMPESTRE DE GOIÁS                                ,,,30/8/2023,0
52094693,CRECHE MUNICIPAL SR QUITITO,MUNICIPAL,NÃO POSSUI,RUA 12                                                                                              ,,SANTA HELENA DE GOIÁS                             ,,,,0
52020487,COLÉGIO ESTADUAL PROFESSOR HELI ALVES FERREIRA,ESTADUAL,NÃO POSSUI,RUA  LOPO DE SOUZA RAMOS                                                                            ,JUNDIAI                                           ,ANÁPOLIS                                          ,-16.337.895.021.060.800,-48.938.603.997.230.500,8/3/2006,747
52054250,COL MUL DE ENS FUND PROFA SELVA CAMPOS MONTEIRO                       ,MUNICIPAL,NÃO POSSUI,RUA 19                                                                                              ,NOVA  VILA  MARIA                                 ,RIO VERDE                                         ,,,8/3/2006,0
52039161,ESC MUL VESPASIANO DA COSTA FERREIRA                                  ,MUNICIPAL,NÃO POSSUI,RUA ZECA LOUZA                                                                                      ,,LEOPOLDO DE BULHÕES                               ,,,8/3/2006,0
52025411,COLÉGIO ESTADUAL CÂNDIDO DIAS,ESTADUAL,NÃO POSSUI,RUA Manoel Miguel Silva                                                                             ,CENTRO                                            ,JESUPOLIS                                         ,-15.955.243.013.630.800,-49.376.335.144.042.900,8/3/2006,227
52094731,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL WEVERTON PEREIRA LEMES,MUNICIPAL,MUNICIPAL,RUA MANOEL MESSIAS SODRE                                                                            ,CENTRO                                            ,APORÉ                                             ,-18.958.375.858.352.100,-51.925.838.096.067.300,,170
52021181,ESCOLA MUNICIPAL ANTONIO CONSTANTE,MUNICIPAL,NÃO POSSUI,RUA CHICO XAVIER                                                                                    ,JUNDIAI                                           ,ANÁPOLIS                                          ,-16.338.260.018.565.800,-48.938.532.792.048.300,8/3/2006,0
52037266,ESC MUL PROFESSOR LOURENCO FERREIRA CAMPOS,MUNICIPAL,NÃO POSSUI,RUA GB 11                                                                                           ,JD. GUANABARA II                                  ,GOIÂNIA                                           ,,,8/3/2006,0
52215369,CMEI MARIA DA LUZ DE JESUS,MUNICIPAL,NÃO POSSUI,AVENIDA JUSTINO PEREIRA CARDOSO                                                                     ,,HIDROLÂNDIA                                       ,,,30/8/2023,0
52026531,COLÉGIO ESTADUAL PROFESSORA ANALICIA CECILIA B SILVA,ESTADUAL,NÃO POSSUI,PRACA PAES DE TOLEDO                                                                                ,VILA MACABEUS                                     ,AMORINÓPOLIS                                      ,-16.616.772.452.252.200,-51.096.478.700.637.800,8/3/2006,221
52076318,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DRA ELIZABETE P RIBEIRO,MUNICIPAL,NÃO POSSUI,RUA ANHANGA QD 178 LTS 3/5                                                                          ,PARQUE AMAZONIA                                   ,GOIÂNIA                                           ,,,8/3/2006,0
52052249,ESCOLA MUNICIPAL SEBASTIÃO CAMILO CRUVINEL,MUNICIPAL,NÃO POSSUI,FAZ. SANTA TEREZA                                                                                   ,,CAIAPÔNIA                                         ,,,8/3/2006,0
52047270,COLÉGIO ESTADUAL PROFESSOR ANTÔNIO MARÇO DE ARAUJO,ESTADUAL,NÃO POSSUI,RUA SANTIAGO DANTAS                                                                                 ,PQ.ESTRELA DALVA                                  ,LUZIÂNIA                                          ,-16.251.329.426.540.900,-47.910.082.727.720.200,8/3/2006,1532
52091163,COLÉGIO ESTADUAL MILTES FURQUIM DE OLIVEIRA,ESTADUAL,NÃO POSSUI,RUA PIAUI ESQ C/ RUA LUZIA SEABRA                                                                   ,ELDORADO                                          ,RIO VERDE                                         ,-17.772.289.075.389.400,-50.919.168.591.499.300,24/12/2005,1390
52056198,ESC MUL DICO FRANCO                                                   ,MUNICIPAL,NÃO POSSUI,POVOADO DE GAMELEIRA                                                                                ,CENTRO                                            ,CEZARINA                                          ,-16.975.863.038.204.000,-49.775.651.693.950.000,8/3/2006,86
52018342,ESC MUL JOAQUIM ALVES DOS ANJOS                                       ,MUNICIPAL,NÃO POSSUI,POVOADO DE VISTA ALEGRE                                                                             ,CENTRO,NOVA AMÉRICA                                      ,-15.019.746.000.000.000,-49.895.661.000.000.000,8/3/2006,0
52041425,ESCOLA MUNICIPAL FAZENDA SANTO ANTÔNIO                                         ,MUNICIPAL,NÃO POSSUI,FAZENDA SANTO ANÔNIO                                                                                ,ZONA RURAL                                        ,GUARANI DE GOIÁS                                  ,-13.934.908.827.245.400,-46.637.708.460.337.400,8/3/2006,97
52093115,COLÉGIO ESTADUAL ALVINO PEREIRA ROCHA,ESTADUAL,NÃO POSSUI,AVENIDA ATLANTICA                                                                                   ,VALDECI PIRES                                     ,RIO VERDE                                         ,-17.755.201.980.112.100,-50.922.658.347.221.300,8/3/2006,1150
52093883,ESC MUL DOMINGOS SOARES,MUNICIPAL,NÃO POSSUI,FAZENDA RIO DO PEIXE                                                                                ,,PILAR DE GOIÁS                                    ,,,,0
52014983,ESCOLA MUNICIPAL JOÃO MACHADO DE LIMA,MUNICIPAL,NÃO POSSUI,RUA SÃO VICENTE                                                                                     ,CENTRO                                            ,SANTA RITA DO NOVO DESTINO                        ,-15.135.482.000.000.000,-49.117.579.999.999.900,8/3/2006,0
52036561,ESCOLA MUNICIPAL PEDRO GOMES DE MENEZES,MUNICIPAL,NÃO POSSUI,RUA MANOEL SILVA QD8 LT 1                                                                           ,VILA REGINA                                       ,GOIÂNIA                                           ,,,8/3/2006,0
52083381,ESC MUL PEDRO FRANCISCO DIAS                                          ,MUNICIPAL,NÃO POSSUI,POV DE FRICOLANDIA                                                                                  ,,AMARALINA                                         ,,,8/3/2006,0
52053067,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL SEBASTIÃO HERCULANO DE SOUZA,MUNICIPAL,NÃO POSSUI,RUA L 1                                                                                             ,JD PARAISO                                        ,JATAÍ                                             ,-17.870.622.000.000.000,-51.730.964.000.000.000,8/3/2006,0
52024369,COLÉGIO ESTADUAL DA POLICIA MILITAR DE GOIÁS DE  ITAUÇU,ESTADUAL,NÃO POSSUI,RUA 5 ESQUINA COM 10                                                                                ,SET CRUZEIRO DO SUL                               ,ITAUÇU                                            ,-16.206.561.543.830.500,-49.602.831.602.096.500,8/3/2006,518
52096513,ESCOLA PAROQUIAL SÃO CRISTÓVÃO,PRIVADA,MUNICIPAL,RUA P26                                                                                             ,JARDIM PROGRESSO                                  ,ANÁPOLIS                                          ,-16.286.836.000.000.000,-48.958.782.000.000.000,29/1/2020,0
52008835,ESC MUL DOM BOSCO                                                     ,MUNICIPAL,NÃO POSSUI,FAZENDA SÃO JOSE DO ACABA VIDA                                                                      ,CENTRO                                            ,NIQUELÂNDIA                                       ,-14.464.986.227.068.600,-48.457.453.250.885.000,8/3/2006,0
52077624,NUCLEO INF DONA PERCILIANA                                            ,MUNICIPAL,NÃO POSSUI,AV. GALEÃO                                                                                          ,SETOR AEROPORTO SUL                               ,IPORÁ                                             ,1.645.317.300.000.000,5.111.389.500.000.000,8/3/2006,0
52017338,ESCOLA ESTADUAL NOVA PONTE,ESTADUAL,NÃO POSSUI,POVOADO DE NOVA PONTE                                                                               ,CENTRO                                            ,ITAPACI                                           ,-15.015.899.000.000.000,-49.577.464.000.000.000,8/3/2006,107
52029735,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS - UNIDADE 5 DE JANEIRO,ESTADUAL,NÃO POSSUI,AV 5 DE JANEIRO                                                                                     ,CENTRO                                            ,SANCLERLÂNDIA                                     ,-16.200.828.124.408.800,-50.307.860.970.497.100,28/12/2005,396
52093328,ESCOLA MUNICIPAL PROFESSORA JOSEPHINA SIMÕES,MUNICIPAL,NÃO POSSUI,RUA 03                                                                                              ,S IND MUNIR CALIXTO                               ,ANÁPOLIS                                          ,-16.406.525.646.771.000,-48.903.613.910.063.000,,0
52094677,ESCOLA MUNICIPAL PROFESSORA ADELIA AUGUSTA DE OLIVEIRA,MUNICIPAL,NÃO POSSUI,AV PAULO PEPP                                                                                       ,VILA CUSTODIO                                     ,JOVIÂNIA                                          ,,,,0
52089045,ESCOLA MUNICIPAL SEBASTIAO TEODORO SOBRINHO,MUNICIPAL,NÃO POSSUI,PROJETO DE ASSENTAMENTO CAICARA                                                                     ,P.A. GAMELEIRA,FLORES DE GOIÁS                                   ,-14.992.512.740.424.900,-46.571.963.089.941.000,8/3/2006,0
52078701,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DONA BERCHOLINA FRANCISCA DE SOUZA,MUNICIPAL,NÃO POSSUI,RUA ARTULINA LUDOVINA DE SOUZA                                                                      ,CENTRO                                            ,RIO VERDE                                         ,-17.970.856.666.666.700,-50.491.983.333.333.300,8/3/2006,0
52081826,ESC MUL MORRO ENCANTADO                                               ,MUNICIPAL,NÃO POSSUI,RUA DO CERRADO ESQUINA COM AV. SAO PAULO                                                            ,VILA MORRO ENCANTADO                              ,CAVALCANTE                                        ,-13.392.855.000.000.000,-47.501.907.000.000.000,8/3/2006,247
52068560,ESCOLA MUNICIPAL INFANTIL DONA JOVELINA CONCEIÇÃO DE MATTOS ,MUNICIPAL,NÃO POSSUI,RUA MINAS GERAIS                                                                                    ,CENTRO                                            ,ESTRELA DO NORTE                                  ,-13.866.718.311.536.800,-49.073.304.533.958.400,8/3/2006,90
52000842,CENTRO DE ENSINO EM PERÍODO INTEGRAL OTAVIANO SANTOS CALDAS,ESTADUAL,NÃO POSSUI,RUA DOM PEDRO I                                                                                     ,SAO VICENTE DE PAULO                              ,MUNDO NOVO                                        ,-13.776.254.660.341.900,-50.282.342.433.929.400,22/12/2005,352
52067351,COLÉGIO ESTADUAL PRESIDENTE CASTELO BRANCO,ESTADUAL,NÃO POSSUI,RUA JOSE PEDRO FAUSTINO                                                                             ,CENTRO                                            ,ITAJÁ                                             ,-19.066.964.981.646.100,-51.548.409.461.975.000,8/3/2006,352
52087930,CRECHE VILA MUTIRAO II,MUNICIPAL,NÃO POSSUI,RUA U AREA 2                                                                                        ,SAO VICENTE                                       ,GOIÂNIA                                           ,,,8/3/2006,0
52006492,ESC MUL NOSSA SENHORA APARECIDA                                       ,MUNICIPAL,NÃO POSSUI,R FRANCISCO PEREIRA                                                                                 ,CENTRO                                            ,CAMPINORTE                                        ,,,8/3/2006,0
52101177,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MANOEL SIMAO NETO,MUNICIPAL,NÃO POSSUI,RUA 96                                                                                              ,,APARECIDA DE GOIÂNIA                              ,,,30/8/2023,0
52032612,ESCOLA MUNICIPAL NICANOR GOMES PEREIRA                      ,MUNICIPAL,NÃO POSSUI,FAZENDA MATINHA                                                                                     ,CENTRO                                            ,BELA VISTA DE GOIÁS                               ,-48.884.063.000.000.000,-16.859.005.000.000.000,8/3/2006,70
52006450,ESC MUL DONA GERCINA                                                  ,MUNICIPAL,NÃO POSSUI,FAZ MATAO                                                                                           ,,CAMPINORTE                                        ,,,8/3/2006,0
52089320,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL BRISAS DA MATA,MUNICIPAL,NÃO POSSUI,RUA BM 15 ESQ OTAVIO LUCIO                                                                          ,,GOIÂNIA                                           ,,,8/3/2006,0
52071669,PRE ESCOLA PINGO DE GENTE,MUNICIPAL,NÃO POSSUI,RUA STA CATARINA C/ RUA 12                                                                          ,SETOR OESTE                                       ,PADRE BERNARDO                                    ,,,8/3/2006,0
52045633,CENTRO DE  ENSINO EM PERÍODO INTEGRAL AURORA ATTIÊ,ESTADUAL,NÃO POSSUI,RUA GETULIO VARGAS                                                                                  ,CENTRO                                            ,CRISTALINA                                        ,-16.768.564.617.869.500,-47.608.689.665.794.300,24/12/2005,258
52020967,COLÉGIO ESTADUAL LEINY LOPES DE SOUZA,ESTADUAL,NÃO POSSUI,RUA URUACU                                                                                          ,CALIXTOPOLIS                                      ,ANÁPOLIS                                          ,-16.395.477.538.847.800,-48.982.597.589.492.700,23/1/2006,1585
52104958,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEMEANDO SABER,MUNICIPAL,NÃO POSSUI,RUA ANTONIA FRANCISCA PASSOS                                                                        ,,CRISTALINA                                        ,,,30/8/2023,0
52210375,CHECHE MUNICIPAL VÓ JOVITA,MUNICIPAL,NÃO POSSUI,RUA 7 S                                                                                             ,SETOR BELA VISTA,INHUMAS                                           ,-16.339.368.000.000.000,-49.512.739.000.000.000,11/9/2019,0
52048357,ESC MUL SÃO CAETANO RITA GONÇALVES DE FARIA                           ,MUNICIPAL,NÃO POSSUI,RUA IPAMERI                                                                                         ,SAO CAETANO                                       ,LUZIÂNIA                                          ,-16.243.800.000.000.000,-47.902.727.000.000.000,8/3/2006,0
52103196,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL JOSÉ ANTONIO DA ROCHA ,MUNICIPAL,NÃO POSSUI,RUA LUIZ JARDIM QD 29                                                                               ,PARQUE ESTRELA DALVA                              ,LUZIÂNIA                                          ,-16.243.800.000.000.000,-47.902.727.000.000.000,19/12/2022,0
52031195,ESC MUL GUIOMAR ROSA DE OLIVEIRA,MUNICIPAL,NÃO POSSUI,RUA DO IPÊ                                                                                          ,JD MARIA INES                                     ,APARECIDA DE GOIÂNIA                              ,-16.749.657.000.000.000,-49.262.416.000.000.000,8/3/2006,0
52123200,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSORA RETTIE TIPPLE BATISTA,MUNICIPAL,NÃO POSSUI,PRAÇA SEBASTIÃO SILVA                                                                               ,BAIRRO PARAISO                                    ,ANÁPOLIS                                          ,-16.346.857.186.716.700,-48.974.219.709.634.700,24/3/2011,0
52015068,CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR MARIANO SILVA NASCIMENTO,ESTADUAL,NÃO POSSUI,AV JOAO BATISTA SOBRINHO                                                                            ,VILA REIS                                         ,CARMO DO RIO VERDE                                ,-15.354.683.427.313.700,-49.705.195.426.940.900,23/12/2005,159
52056171,ESCOLA ESTADUAL MARIA DO CARMO FRANCO,ESTADUAL,NÃO POSSUI,RUA DO COMÉRCIO                                                                                     ,CENTRO                                            ,CEZARINA                                          ,-17.087.834.835.640.000,-49.817.161.560.660.000,8/3/2006,112
52284379,ESCOLA MUNICIPAL MESTRE ZEZITO,MUNICIPAL,NÃO POSSUI,QUADRA 56 RUA 18 LOTE 10                                                                            ,,ÁGUAS LINDAS DE GOIÁS                             ,,,30/8/2023,0
52067459,COLÉGIO ESTADUAL COELHO NETO,ESTADUAL,NÃO POSSUI,AVENIDA SAO SEBASTIAO                                                                               ,CENTRO                                            ,ITARUMÃ                                           ,-18.765.527.967.191.100,-51.347.630.023.956.200,15/2/2006,511
52053652,ESCOLA MUNICPAL OTALECIO ALVES IRINEU,MUNICIPAL,NÃO POSSUI,RUA PEDRO A C ANTIGA RUA 9                                                                          ,DIVINO E SANTO                                    ,MINEIROS                                          ,-17.571.839.771.055.900,-52.563.753.212.183.000,8/3/2006,0
52047741,ESC MUL BELA VISTA                                                    ,MUNICIPAL,NÃO POSSUI,QUADRA 620 AREA ESPECIAL                                                                            ,PEDREGAL                                          ,NOVO GAMA                                         ,-16.055.031.141.452.400,-48.034.222.126.007.000,8/3/2006,445
52017044,ESCOLA MUNICIPAL SANTO ANTONIO                                            ,MUNICIPAL,NÃO POSSUI,AV.CRIXÁS                                                                                           ,CENTRO                                            ,GUARINOS                                          ,-14.540.660.000.000.000,-49.757.220.000.000.000,8/3/2006,64
52016730,ESCOLA MUNICIPAL PROFESSORA MARIA GERUSA CARBONARO DE ANDRADE,MUNICIPAL,NÃO POSSUI,AVENIDA PARÁ                                                                                        ,VILA NOVA AURORA                                  ,GOIANÉSIA                                         ,-15.308.932.792.393.000,-49.127.327.110.388.000,8/3/2006,201
52082695,ESCOLA MUNICIPAL INFANTIL E ENSINO FUNDAMENTAL FLORES DO CERRADO                      ,MUNICIPAL,NÃO POSSUI,RUA PEIXES                                                                                          ,CENTRO                                            ,CHAPADÃO DO CÉU                                   ,-18.392.468.380.791.500,-52.665.141.820.907.500,8/3/2006,0
52069494,ESC ISOLADA MARCOS CESAR,MUNICIPAL,NÃO POSSUI,ASSENT. DO PRESIDIO DE SANTA CRUZ                                                                   ,,PORANGATU                                         ,,,8/3/2006,0
52039404,ESC MUL VOVO DULCE                                                    ,MUNICIPAL,NÃO POSSUI,CONDOMINIO TUVOLANDIA                                                                               ,,SENADOR CANEDO                                    ,,,8/3/2006,0
52056597,ESCOLA MUNICIPAL MILITARIZADA OLAVO BILAC,MUNICIPAL,NÃO POSSUI,AV JOSE ALVES PEREIRA                                                                               ,SETOR VILA INDIARA,INDIARA                                           ,-17.139.806.306.697.900,-49.989.775.609.943.000,8/3/2006,299
52036197,ESCOLA MUNICIPAL FREI NAZARENO CONFALONI,MUNICIPAL,NÃO POSSUI,RUA U 64 C/59 E 60                                                                                  ,SETOR UNIAO                                       ,GOIÂNIA                                           ,,,8/3/2006,0
52026663,COLÉGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,ESTADUAL,NÃO POSSUI,RUA 01                                                                                              ,CENTRO                                            ,CACHOEIRA DE GOIÁS                                ,-16.667.126.281.835.000,-50.645.502.805.709.800,13/1/2006,130
52060195,ESCOLA MUNICIPAL ROTARY CLUB DE MORRINHOS,MUNICIPAL,NÃO POSSUI,AV PROFESSOR JOSE DO NASCIMENTO                                                                     ,SETOR OESTE                                       ,MORRINHOS                                         ,-17.732.869.000.000.000,-49.114.715.000.000.000,24/12/2005,0
52038181,CENTRO DE ENSINO EM PERÍODO INTEGRAL LYCEU DE GOIÂNIA,ESTADUAL,NÃO POSSUI,RUA 21                                                                                              ,CENTRO                                            ,GOIÂNIA                                           ,-16.676.371.198.410.000,-49.253.865.480.422.900,8/3/2006,243
52022579,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL VOVÓ SINHANA                    ,MUNICIPAL,NÃO POSSUI,AVENIDA JK                                                                                          ,CENTRO                                            ,HEITORAÍ                                          ,,,8/3/2006,0
52029875,CENTRO DE ENSINO EM PERÍODO INTEGRAL MARIA CARNEIRO PINTO,ESTADUAL,NÃO POSSUI,AV CASTELO BRANCO                                                                                   ,CENTRO                                            ,SANTA BÁRBARA DE GOIÁS                            ,-16.574.390.897.534.300,-49.671.465.087.449.100,8/3/2006,426
52044335,ESC MUL PROF JOSE FERNANDES SILVA NETO                                ,MUNICIPAL,NÃO POSSUI,SQ 13 QUADRA 5 S/N ÁREA ESPECIAL                                                                    ,CENTRO                                            ,CIDADE OCIDENTAL                                  ,-16.110.348.000.000.000,-47.931.853.000.000.000,8/3/2006,0
52050874,COLÉGIO ESTADUAL SETE LESTE,ESTADUAL,NÃO POSSUI,QUADRA 07 ÁREA ESPECIAL DE ENSINO                                                                   ,SETOR LESTE                                       ,PLANALTINA                                        ,-15.462.562.908.008.200,-47.607.206.404.209.100,8/3/2006,2033
